<<<<<<< HEAD
Name,Game,Opponent,Site,Outcome,Date,ORtg,DRtg,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FTr,oeFG%,oTOV%,oDRB%,oFTr,Pace,o3PAr,Game ID
Abilene Christian,19,California Baptist,away,1,2023-02-04,100.9447295990478,105.20246266019382,0.3294010889292196,0.5353901996370236,0.46029173419773095,0.5845213849287169,0.11680895783345423,0.06097560975609756,0.5049909255898367,0.1822509856430856,0.2518740629685157,0.3157894736842105,0.5540816326530612,0.1822814947082566,0.7481259370314842,0.4663265306122449,2688.375,0.3306122448979592,401481115.0
Abilene Christian,20,Sam Houston,home,0,2023-02-11,100.78124999999997,105.78406853615706,0.3365051903114187,0.5346646571213263,0.4563706563706564,0.587890625,0.11635538054949537,0.059334298118668596,0.5038927335640139,0.1818181818181818,0.2492877492877493,0.31141868512110726,0.5568513119533528,0.1816279111016513,0.7507122507122507,0.467444120505345,2817.4750000000004,0.32847424684159376,401481130.0
Abilene Christian,21,Grand Canyon,away,0,2023-02-17,101.67427701674276,107.15613697055741,0.33442892358258014,0.53592440720271,0.45340236686390534,0.575925925925926,0.11763512828313558,0.05955678670360111,0.5036976170912079,0.17520717064096056,0.24830393487109906,0.32046014790468363,0.5661080074487895,0.17510056451340295,0.751696065128901,0.478584729981378,2957.4000000000005,0.32774674115456237,401481137.0
Abilene Christian,22,Stephen F. Austin,home,0,2023-02-22,101.85941478883389,107.26400000000001,0.33229813664596275,0.5342831700801425,0.4556873691556176,0.582010582010582,0.1152,0.05736636245110821,0.49961180124223603,0.1742500680664328,0.25318066157760816,0.3268633540372671,0.5684024713150927,0.17408,0.7468193384223919,0.4766107678729038,3123.4750000000004,0.323036187113857,401481144.0
Abilene Christian,23,Utah Valley,home,0,2023-02-25,101.23944784054173,106.78927203065133,0.33876945885841364,0.5319508621661219,0.4576948700866089,0.5796610169491525,0.11586206896551725,0.06071871127633209,0.4977761304670126,0.17649492117479432,0.25333333333333335,0.31801334321719793,0.5669755686604886,0.17655172413793102,0.7466666666666667,0.4633529907329402,3263.025,0.3201347935973041,401481150.0
Abilene Christian,24,Sam Houston,away,0,2023-03-03,100.58517459428387,106.84415125456472,0.33810888252148996,0.5288036824078236,0.456687898089172,0.5834710743801653,0.11308752503239487,0.061004784688995214,0.49283667621776506,0.1751101808587474,0.24883720930232558,0.32736389684813755,0.5672844480257857,0.1749322652844858,0.7511627906976744,0.45769540692989524,3393.875,0.32634971796937956,401481166.0
Abilene Christian,25,California Baptist,away,0,2023-03-07,100.03677822728945,106.40672458854277,0.3362952836637047,0.52483153738831,0.46008531383302864,0.5838607594936709,0.11188811188811189,0.058959537572254334,0.4894053315105947,0.1748380343452061,0.25083240843507215,0.31852358168147643,0.5667701863354038,0.17461326552235643,0.7491675915649278,0.46195652173913043,3536.9750000000004,0.328416149068323,401514383.0
Air Force,1,Bowling Green,away,0,2022-11-07,85.41973490427098,88.5398072117101,0.6181818181818182,0.5096660808435852,0.4492753623188406,0.5,0.07140307033202427,0.16666666666666666,0.509090909090909,0.20618556701030927,0.09090909090909091,0.07272727272727272,0.44642857142857145,0.19992859692966797,0.9090909090909091,0.3392857142857143,137.925,0.35714285714285715,401487275.0
Air Force,2,Delaware,home,1,2022-11-11,97.95617749953968,96.88581314878893,0.5277777777777778,0.5460890987476904,0.48951048951048953,0.574468085106383,0.0655618284465489,0.14925373134328357,0.5277777777777778,0.19885840545019332,0.19696969696969696,0.26851851851851855,0.4247787610619469,0.1966854853396467,0.803030303030303,0.4336283185840708,273.05,0.40707964601769914,401487276.0
Air Force,3,Portland,home,0,2022-11-17,91.82782283218964,98.32792612927376,0.5359477124183006,0.5275985663082438,0.4830917874396135,0.5967741935483871,0.06987771400049912,0.11702127659574468,0.49673202614379086,0.2195882719900187,0.1875,0.29411764705882354,0.4311377245508982,0.21961567257299722,0.8125,0.39520958083832336,400.725,0.437125748502994,401487278.0
Air Force,4,South Carolina Upstate,home,1,2022-11-21,101.05980317940954,95.30087578868066,0.5170731707317073,0.5581103678929766,0.5274725274725275,0.5955056179775281,0.07156982766738863,0.1015625,0.524390243902439,0.21196063588190767,0.24603174603174602,0.35121951219512193,0.43891402714932126,0.21094264996704018,0.753968253968254,0.3665158371040724,529.675,0.42081447963800905,401487279.0
Air Force,5,Mississippi Valley State,home,1,2022-11-23,105.2547897289133,96.14928441527636,0.5378486055776892,0.5717246739787546,0.5107033639143731,0.6283185840707964,0.0853957460267257,0.11377245508982035,0.549800796812749,0.20033388981636063,0.25333333333333335,0.32270916334661354,0.43866171003717475,0.19925674072902663,0.7466666666666667,0.34572490706319703,630.65,0.379182156133829,401487280.0
Air Force,6,Montana,home,1,2022-11-27,104.16666666666667,95.38950715421302,0.5068027210884354,0.5678509027373326,0.4973958333333333,0.6343283582089553,0.09273979862215155,0.12077294685990338,0.5459183673469388,0.19230769230769232,0.2303370786516854,0.35374149659863946,0.4453125,0.19077901430842606,0.7696629213483146,0.325,751.8,0.353125,401487281.0
Air Force,7,Arkansas-Pine Bluff,home,1,2022-11-30,106.5972615140885,92.62166405023548,0.502906976744186,0.5831373034542527,0.4977973568281938,0.6770186335403726,0.10989010989010989,0.1388888888888889,0.561046511627907,0.19689940024895328,0.24019607843137256,0.36627906976744184,0.4287598944591029,0.19511101143754203,0.7598039215686274,0.32717678100263853,887.75,0.33509234828496043,401487282.0
Air Force,8,Portland State,away,0,2022-12-03,104.28849902534114,93.26676038586456,0.4987146529562982,0.5752688172043011,0.5039525691699605,0.6871508379888268,0.10470696592176063,0.12903225806451613,0.5488431876606684,0.20272904483430798,0.24034334763948498,0.41131105398457585,0.44089834515366433,0.2016578602937612,0.759656652360515,0.35697399527186763,1028.725,0.3404255319148936,401487283.0
